ID,CEFR.Top,CEFR.Sub,CEFR,Original Level,Source,Sentence
10,C,C,C,5,WIKI,"	داخلية غزة : اعتقلنا عدد من المشتبه بهم وسيتم الاعلان عن التحقيقات في مؤتمر صحفي "
11,C,C,C,5,WIKI,"	رؤى يمنية بشأن سياسة صالح مع الإدارة الأميركية : سياسيون يمنيون أكدوا أن صالح استغل أحداث صعدة لتحقيق مكاسب سياسية مع واشنطن الموضوع : أخبار الوطن قال رئيس تحرير موقع الشورى نت في اليمن عبد الكريم الخيواني إن كل اللقاءات التي أجراها الرئيس اليمني علي عبد الله صالح في زيارته الأخيرة لواشنطن جرت مع مسؤولين أمنيين وعسكريين أميركيين ، منوها إلى غموض ملف الاتفاقيات الأمنية بين اليمن والولايات المتحدة منذ العام 2001 "
12,C,C,C,5,WIKI,"	رام الله - معا - لأنه حدث غير عادي كان لا بد ان يبدأ وينتهي بطريقة غير عادية ، بصالات انتظار تغص بالحاضرين وبقاعة مسرح لا تجد فيها مكانا فارغا من الجمهور المتعطش للمسرح أو على الأقل المتعطش لهذا اللون الجديد منه مسرح المضطهدين ، كما أحب ان يطلق عليه مؤسسه البرازيلي أوغستو بوال "
13,C,C,C,5,WIKI,"	شبكة أنا المسلم للحوار الإسلامي ، القسم العام ، منتدى مجالس الإيمان و الدعوة ، كشف أباطيل أهل التضليل في حكم الموسيقى و الغناء و التمثيل المساعد الشخصي الرقمي مشاهدة نسخة كاملة : كشف أباطيل أهل التضليل في حكم الموسيقى و الغناء و التمثيل ابو شهاب اليبي 15 04 2006 ، 04 : 40 م رد سماحة الشيخ صاحب الفضيلة صالح بن فوزان الفوزان عضو هيئة كبار العلاماء و اللجنة الدائمة للإفتاء علي يوسف القرضاوي في مسألة الغناء و المعازف "
14,C,C,C,5,WIKI,"	عبارة قاسية ومؤلمة خصوصاً للمريض الذي يتجه إلى المستشفى لإنقاذ حياته إذا ألّم به مرض عضال أو ربما لايكون مرضاً عضالاً فالغلاف العام لهذا المسمى أن يكون مشفى من الأمراض ومخففاً للآلام وبلسماً للجروح النازفة "
15,C,C,C,5,WIKI,"	عدد السجائر المستهلكة في الدول المتقدمة : قلت نسبة السجائر المستهلكة بين المدخنين من الكبار من 2800 سيجارة في أوائل الثمانينات إلى 2400 سيجارة في أوائل التسعينات "
16,C,C,C,5,WIKI,"	عدد المشاركات 17840 مشاركة مشاركات في 3141 موضوع موضوعات في 21 منتدى منتديات آخر مشاركة في 26 يوليو 2008 في 4 : 30 مساء بواسطة man waw عدد الأعضاء 496 عضوا أعضاء في المنتديات أحدث عضو ة في المنتديات prof "
17,C,C,C,5,WIKI,"	في أوائل الستينات افترضت وزاره الدفاع الأمريكية وقوع كارثة نووية ووضعت التصورات لما قد ينتج عن تأثير تلك الكارثة على الفعاليات المختلفة للجيش ، وخاصة فعاليات مجال الاتصالات الذي هو القاسم المشترك الأساسي الموجه والمحرك لكل الأعمال "
18,C,C,C,5,WIKI,"	في بداية يوم هادىء بالتحديد بمدينة المحله الكبرى باحدا المطاعم في منطقة شعبيه حدث شيء لم يكن يتوقعه اى انسان انه حدث اليم جدا ونتجت عنه اصابات لبعض الاشخاص سأقص عليكم كل شيء بالتفصيل ولكن سؤال اوجهه لكل من يهمه الامر لماذا لا يوجد صحافه المحله الكبرى لان للاسف يحدث بها كثير من الشغب وكل يوم حوادث سرقه وقتل وغيرها كثير لكن الصحافه ليس لها أى دور هنا هذا الكلام بدايه فقط لما يحدث هذه اسئله بين المجنون او المتهم وبين احد الظباط "
19,C,C,C,5,WIKI,"	ليس الوجبات الصحية هو أن تطهي أطباق صحية فى مكوناتها الغذائية , وإنما أيضاً تطويع هذه المكونات أي استخدامها بطرق صحية أكثر لتكون معتدلة في أملاحها ونسبة دهونها قبل تناولها في أية وجبة "
20,C,C,C,5,WIKI,"	ما هو مستقبل اليمن ؟ سؤال يؤرق الكثير داخل اليمن وخارجها "
21,C,C,C,5,WIKI,"	مازال صدى تساؤل القائل ، متى يثمر حبنا نحن إذا لهذاالوطن "
22,C,C,C,5,WIKI,"	مشروع صناع الحياة حملة حماية المنتديات الصحية حماة المستقبل فرق حماة المستقبل حدد هدفك جمعيات صناع الحياة و مشاريعها "
23,C,C,C,5,WIKI,"	مقدم الحلقة : عثمان عثمان ضيف الحلقة : رقية العلواني أستاذة الفقه وأصوله بجامعة البحرين تاريخ الحلقة : 26 8 2007 - الأعراف والتقاليد ومسؤولية التحيزات الفقهية - الفرق بين الدين والنتاج الثقافي عثمان عثمان : السلام عليكم مشاهدينا الكرام وأهلا ومرحبا بكم إلى حلقة جديدة من برنامج الشريعة والحياة يقول الله سبحانه وتعالى في كتابه العزيز { وإذَا قِيلَ لَهُمُ اتَّبِعُوا مَا أَنزَلَ اللَّهُ قَالُوا بَلْ نَتَّبِعُ مَا وجَدْنَا عَلَيْهِ آبَاءَنَا } فيقول الله سبحانه وتعالى في آية أخرى { ولا تَقُولُوا لِمَا تَصِفُ أَلْسِنَتُكُمُ الكَذِبَ هَذَا حَلالٌ وهَذَا حَرَامٌ لِتَفْتَرُوا عَلَى اللَّهِ الكَذِبَ } إلى أي مدى تتحمل الأعراف والتقاليد مسؤولية التحيزات الفقهية ضد المرأة "
24,C,C,C,5,WIKI,"	نابلس - سلفيت - معا - اقام الاتحاد العام لنقابات عمال فلسطين في محافظة سلفيت اعتصاما جماهيريا امام مقر المحافظة ، مطالبا الرئيس ابو مازن وحكومة الدكتور سلام فياض باعطاء اولوية حقيقية للعمال الفلسطينيين في الخطة التنموية الاقتصادية التي طرحها الدكتور فياض قبل ايام "
25,C,C,C,5,WIKI,"	هذه لحظة كنت أخشاها ولكني كنت واثقاً من أنها آتية لا محالة "
26,C,C,C,5,WIKI,"	وصف الدستور الأمير برئيس الدولة وأن ذاته مصونة لا تمس ، ويتولى سلطاته من خلال وزرائه ، ويعين رئيس مجلس الوزراء ويعفيه من منصبه "
27,C,C,C,5,WIKI,"	يتبع أسماء 6243 معلماً تم ترشيحهم للتدريس «^ يتبع أسماء 6243 معلماً تم ترشيحهم للتدريس «^ نشر أسماء 6243 معلماً تم ترشيحهم للتدريس «^ سعوديان ، يتصيدان ، الرجال في ُبر "
28,C,C,C,5,WIKI," 		تقع مدينة الحلة على بعد أربعة وستين ميلاً إلى الجنوب الغربي من العاصمة بغداد وعلى بعد بضعة أميال من أطلال بابل وعلى بعد أربعين ميلاً إلى الشمال الشرقي من الكوفة "
29,C,C,C,5,WIKI," 	 	طوباس - معا - أفادت إدارة العلاقات العامة والإعلام في شرطة محافظة طوباس في تقريرها الشهري بانجاز 75 قضية وشكوى "
30,C,C,C,5,WIKI," 	إن التدخين بجميع أنواعه له أضرار صحية خطيرة على الجسم ، ولكي يتخلص المدخن من أضراره لابد له من ترك التدخين نهائيا إما بالعلاج أو غيره ، وعلاج المدخنين يتطلب مايلي : أولاً : إن المدخن إذا أراد الإقلاع عن التدخين فلا بد له من الإرادة القوية والعزيمة الصادقة لكي يتخلص من هذه ا لآفة الخطيرة "
31,C,C,C,5,WIKI," 	اطبعي نسخة من عقد الزواج وأرسليها له في البريد مع عبارة هل تذكر هذا اليوم "
32,C,C,C,5,WIKI," 	الاتحاد الأوروبي وواشنطن يطلعان على أعمال الإغاثة وعودة النازحين بصعدة الاثنين ، 28 - يوليو - 2008 بحث اليمن اليوم الاثنين وسفراء الاتحاد الأوروبي والولايات المتحدة الأمريكية والصين واليابان وممثل الأمم المتحدة وممثل المفوضية الأوروبية والصليب الاحمر الدولي التعاون المشترك وتعزيز العلاقات "
33,C,C,C,5,WIKI," 	البدء : في تحرك حول و ترتيب المواضيع المنتدى الذي انت تشاهده يتظمن العديد من الاقسام "
34,C,C,C,5,WIKI," 	البشرة الفاتحة جدا تناسبها كثيرا الألوان الوردية الفاتحة التي تقترب من الشفافية ، أما البشرة الوردية فتناسبها درجات أغمق فيمكنك استخدام المشمشي الدافيء والأحمر عليها "
35,C,C,C,5,WIKI," 	العنوان : اغضب يا حاج معروف الاسم : جهة اغضب يا حاج معروف ، ف الموقف يستحق الغضب والزعل "
36,C,C,C,5,WIKI," 	اليمن يتعقب 12 مشتبها بينهم عربيين في حادث الهجوم على الأمن بسيئون الثلاثاء ، 29 - يوليو - 2008 قال ، لمايونيوز ، مسؤولو أمني أن قوات الأمن اليمنية تلاحق 12 شخصا على الأقل من أعضاء تنظيم القاعدة بينهم عربيين في ثلاث محافظات متورطون في الإعتداء على مركز للأمن في سيئون بمحافظة حضرموت شرقي اليمن والذي اسفر عن مقتل شخصين وإصابة 18 بينهم 6 نساء إكسس مينا يبحث والإعلاميين جهود مكافحة عمالة الأطفال وتهريبهم الثلاثاء ، 29 - يوليو - 2008 ينظم مشروع التعليم والخدمات الاجتماعية لمكافحة عمل الأطفال أكسس مينا يوم غد الأربعاء ورشة عمل تعريفية للصحفيين تبحث جهود اليمن إزاء ظاهرة عمالة الأطفال وتهريبهم الى دول الجوار "
37,C,C,C,5,WIKI," 	بيت لحم - معا - عقدت لجنة المسابقات التابعة لاتحاد كرة القدم إجتماعا لها بحضور : ع زام اسماعيل "
38,C,C,C,5,WIKI," 	سكريبت مركزي بلس افضل سكريبت مركز تحميل عربي حماية و قوة و مميزات كثيره و سهوله في التحكم الرئيسية - الدفع والشراء - من عملائنا - الدعم الفني - اتصل بنا جديد سكريبت اعلاناتي الحمد لله تم الانتهاء من برمجة اعلاناتي و هو سكريبت يمكن علاض مساحة موقعك الخاص بالاعلان مع عرض الاسعار مع حالة الاعلان و عن المعلن و تاريخ الاعلان و انتهاء و المزيد "
39,C,C,C,5,WIKI," 	شبكة أنا المسلم للحوار الإسلامي ، القسم التقني ، الكمبيوتر والبرامج والبرمجة ، منتدى المواضيع المتميزة والشروح ، برامج لكل المسلمين ومن لديه برنامج مفيد للمسلمين يضعه هنا وجزاه الله خير عنا المساعد الشخصي الرقمي مشاهدة نسخة كاملة : برامج لكل المسلمين ومن لديه برنامج مفيد للمسلمين يضعه هنا وجزاه الله خير عنا الصبر 01 02 2007 ، 05 : 01 ص برامج لكل المسلمين ومن لديه برنامج مفيد للمسلمين يضعه هنا وجزاه الله خير عنا : A 8 : أضع بين أيديكم هنا مجموعة من البرامج الاسلامية المهمة لكل مسلم ومسلمة "
40,C,C,C,5,WIKI," 	فصل في فضائل الصحابة ? قال الله سبحانه وتعالى : وكذلك جعلناكم أمة وسطا لتكونوا شهداء على الناس ويكون الرسول عليكم شهيدا ،# 64830 ، 1 "
41,C,C,C,5,WIKI," 	مضاد للفيروسات Antiviral agent : هو عامل يجعل الفيروس غير نشطاً أو يوقف قرته على التكاثر أى يوهنه ومن ثُّم يمنع تضاعفه بشكل متزايد "
42,C,C,C,5,WIKI," 	معبر رفح رمز للمعاناة ارشيف غزة - معا - لا تكفي آهاتهم وصراخ أطفالهم لينقذهم ، العالم المتحضر من لحظات الموت البطيء ، لحظات قليلة للإصابة بأي عرض مرضي لكل طفل نائم منذ شهر على أرصفة الشوارع في معبر رفح الحدودي والعالم لا يحرك ساكناً رغم موت عدد من العالقين على معبر الموت "
43,C,C,C,5,WIKI," 	منتدى مجالس الإيمان و الدعوة المواضيع المميزة في مجالس الإيمان و الدعوة"
44,C,C,C,5,WIKI," 	ينتهي المتحف الوطني قريباً من المرحلة الأخيرة من عملية ترميم مجموعة من النقوش الخشبية وأعواد السدر وعسب النخيل المكتوب عليها نصوص من الزبور بخط المسند اليمني القديم يعود تاريخها الى ما قبل الميلاد والتي عثر عليها في منطقة السوداء المعروفة قديماً بمدينة نشأن في محافظة الجوف "
45,C,C,C,5,WIKI, ! - نعم أعترضوه ولكن تم استعادته وتم الأعتذار 
46,C,C,C,5,WIKI, + القيصر يشجع مين بالمونديال + 
47,C,C,C,5,WIKI," , قال الحجاج : اذبحوه , ح ينها قال سعيد : إني أشهد أن لا إله إلا الله وحده لا شريك له , وإن محمداً عبده ورسوله خذها مني حتى تلقاني بها يوم القيامة , ثم دعا سعيد فقال : اللهم لا تسلطه على أحد يقتله بعدي "
48,C,C,C,5,WIKI," , ناصر الدوسري "
49,C,C,C,5,WIKI, - أ نواع الفاكهة المجففة بالقلي : 
50,C,C,C,5,WIKI, - أخذ نفس عميق 
51,C,C,C,5,WIKI, - أدلة المستخدم User manual : يخلق فيها الكاتب توثيق للتكنولوجيا ، وهنا يكون الكاتب مسئولاً عن كتابة نص يساعد المستخدم على الوصول للمعلومة الدقيقة المقروءة ويضمن الوصول السهل إليها 
52,C,C,C,5,WIKI, - أدوات إدارة الصحة البيئية الرئيسية : - توفير نظام معلومات خاص بالصحة البيئيةز - تحديد المخاطر البيئية وتعريفها 
53,C,C,C,5,WIKI, - أرسل بواسطة إدارة الموقع 04 12 2007 - 22 : 56 تدرس وزارة التربية والتعليم حالياً تأمين قارب بحري لنقل الطالبات من جزيرة قماح إلى جزيرة فرسان ، صرح بذلك مدير عام الشؤون الإدارية والمالية بتعليم البنات الدكتور أسامة بن فهد الحيزان مبينا أن الطالبات يعانين حالياً من مشكلة التنقل اليومية في فلوكات صيد لاتنطبق عليها ضوابط السلامة البحرية مما يعرضهن للخطر اليومي وأوضح الحيزان أن الوزارة تعد حالياً مع الجهات المختصة الشروط والمواصفات الفنية لهذا القارب بحيث تتوفر فيه أقصى شروط السلامة 
54,C,C,C,5,WIKI, - أساسيات فى نجاح الحب فى العلاقات : - الاستمتاع بصحبة الطرف الآخر والتعايش معه 
55,C,C,C,5,WIKI, - أسباب ظهور الحصوة الكلوية 
56,C,C,C,5,WIKI, - أشعة كهربائية علي الدماغ 
57,C,C,C,5,WIKI, - أعتقد أن السجال الثقافي دائما له إيجابيات ودائما له بعد منتج 
58,C,C,C,5,WIKI, - أعراض أخرى : - هل توجد أعراض أخرى يشعر بها المريض 
59,C,C,C,5,WIKI, - أعراض الحصوة الكلوية 
60,C,C,C,5,WIKI, - أفضل الخيارات هي تلك الأواني الكبيرة الثقيلة 
61,C,C,C,5,WIKI, - أفضل وأول الطرق الأساسية لتجنب تكوين حصوات كلوية ، هو شرب كمية وفيرة من السوائل يومياً خاصة المياه 
62,C,C,C,5,WIKI, - أكل المزيد من ضراوات والفاكهة 
63,C,C,C,5,WIKI, - أما أول زراعة للقرنية البشرية والتى عكست النجاح لأول مرة فى استبدال القرنية المعتمة بغيرها من القرنية السليمة البشرية ، كان فى عام 1945 على يد الجراح ، إدوارد زيوم ، 
64,C,C,C,5,WIKI, - أما الأنشطة التي تعتمد على الطاقة اللاهوائية : وفيها تمد العضلات الجسم بالطاقة اللازمة للقيام بعملياته من خلال عملية كيميائية لا تتطلب وجود الأكسجين ، وتكسب هذه الأنشطة الجسم : الليونة ، قوة الاحتمال ، الرشاقة ، زيادة سرعة الجسم في أداء حركاته وإكساب مهارات بدنية عديدة أخرى للجسم على الرغم من أن أنشطة هذا النوع مجهدة ونجد من أنواعها التالي : البولنج ، الجولف ، رفع الأثقال والكرة الطائرة 
65,C,C,C,5,WIKI, - أما بالنسبة للمرضي الذين يعانون من ارتفاع شديد في الحامض البولي فقد يحتاجوا لتقليل كمية اللحوم ، الأسماك والطيور حيث أن هذه الأنواع من الأطعمة ترفع نسبة الحامض في البول 
66,C,C,C,5,WIKI, - أمان زراعة القرنية : نسب نجاح إجراء جراحة زراعة القرنية عالية مقارنة بالماضى ، فالتقدم التكنولوجى فى صناعة الخيوط والتى أصبحت أقل سمكاً من شعر الإنسان بالإضافة إلى استخدام المجهر الجراحى الذى يضمن الرؤية الواضحة للجراح وعدم وجود أية أخطاء لهما دخل كبير فى نجاح زراعة القرنية 
67,C,C,C,5,WIKI, - أمراض الأوعية الدموية : السبب الرئيسي وراء الإصابة بأمراض الأوعية الدموية هو تصلب الشرايين ، والذي ينتج من تراكم الترسبات على جدار الشرايين مما يؤدى إلى ضيقها وتصلبها ، وبالتالي إلى قلة التدفق الدموي بداخلها وإمداده لكافة أعضاء الجسم الحيوية 
68,C,C,C,5,WIKI, - أمراض الجهاز التنفسي للطفل : التهاب الشعب الهوائية - نزلات البرد - الالتهاب الرئوي 
69,C,C,C,5,WIKI, - أمراض القلب : وبالنسبة لأمراض القلب بغض النظر عن النوع سواء فتى أو فتاة سيدة أو رجل ، فتاريخ العائلة الذي ينطوي على أمراض معينة مثل : أمراض القلب ، أو السكر ، أو النقرس ، أو ضغط دم مرتفع أو نسبة كوليسترول عالية 
70,C,C,C,5,WIKI, - أمراض صمامات القلب المتوسطة والحادة 
71,C,C,C,5,WIKI, - أمراض عضلة القلب المتوسطة والحادة 
72,C,C,C,5,WIKI, - أن يكون لديك حس مرهف ولكن مع عدم التأثر بكل شئ يدور حولك 
73,C,C,C,5,WIKI, - أنواع الأطعمة التي تحتوي علي الكالسيوم 
74,C,C,C,5,WIKI, - أنواع الجراحات : كانت عملية إزالة الحصوة منذ فترة قريبة تعتبر عملية مؤلمة للغاية وتتطلب فترة نقاهة طويلة من 4 إلي 6 أسابيع 
75,C,C,C,5,WIKI, - أنواع الفاكهة المجففة بالكبريت : - البرتقال 
76,C,C,C,5,WIKI, - أنواع كتابات الخيال تصنيف كتب الخيال : - كتب خيال الأطفال 
77,C,C,C,5,WIKI, - أو بسبب بعض المضاعفات لأمراض مثل مرض السكر 
78,C,C,C,5,WIKI, - أو تلك المعالجة بطبقة من أكسيد الألومنيوم بطريقة التحليل بالكهرباء حيث يقاوم البقع والخدش 
79,C,C,C,5,WIKI, - أو لإعادة بناء الشرايين من اجل زيادة التدفق الدموي للقضيب 
80,C,C,C,5,WIKI, - أو لسد الأوردة التي تجعل الدم ينصرف من القضيب 
81,C,C,C,5,WIKI, - أيضا يشمل إمكانية البحث في الشبكة من المتصفح مباشرة دون الدخول إلى مواقع البحث 
82,C,C,C,5,WIKI, - إبدأ بتغيير أفكارك فانظر إلى الحياة الصحية على أنها ليست حرمان من الأشياء التي تحبها وانظر إلى هذا التغيير على أنها مغامرة تقوم بها وتريد اكتشاف نتائجها 
83,C,C,C,5,WIKI, - إبعاد كل قدم عن الأخرى لتكون بمحاذاة الكتفين 
84,C,C,C,5,WIKI, - إبعاد كل يد عن الأخرى عند الإمساك بالثقل لمسافة أبعد من خط الكتفين 
85,C,C,C,5,WIKI, - إبعد عن كل شئ سلبي وعن وسائل الإحباط سواء أكانت في شكل أفكار أو أشخاص 
86,C,C,C,5,WIKI, - إجراء أشعة مقطعية علي المخ 
87,C,C,C,5,WIKI, - إجمالي معدلات هرمون التيستيرون ، تؤخذ عينة من الدم فى الصباح الباكر قبل الساعة الثامنة ، وذلك للتقلبات التي تحدث لمعدلات هذا الهرمون على مدار اليوم 
88,C,C,C,5,WIKI, - إذا تم إزالة الحصوة تماماً ، فإن أول خطوة للوقاية من تكوين حصوات مرة أخرى هي بقاء البول نقي تماماً من أية إصابات بكتيرية 
89,C,C,C,5,WIKI, - إذا شعر المريض بارتجاف وسخونة مصاحبة لهذه الأعراض السابقة فقد تكون هناك إصابة كبيرة ويجب استدعاء الطبيب فوراً 
90,C,C,C,5,WIKI, - إذا كان حجم الحصوة كبير ويصعب خروجها من قناة مجرى البول فيزيد الألم بشكل كبير حيث تقوم العضلات الموجودة في جدار الحالب بعصر هذه الحصوات وخروجها إلي المثانة 
91,C,C,C,5,WIKI, - إذا كان حجم هذه الحصوة كبير ولا يمكن خروجها من قناة مجرى البول أو الحالب 
92,C,C,C,5,WIKI, - إذا كانت الحصوة تتزايد وتكبر 
93,C,C,C,5,WIKI, - إذا كانت هذه الحصوة تقوم بسد عملية تدفق البول 
94,C,C,C,5,WIKI, - إذن ما هو الحب 
95,C,C,C,5,WIKI, - إزالة الحصوة من الحالب : بالرغم من أن حصوة الحالب يمكن إزالتها عن طريق عملية التفتيت ، إلا أن هذه الطريقة تستخدم لإزالة الحصوة في منتصف أو أسفل الحالب 
96,C,C,C,5,WIKI, - إساءة استعمال العقاقير : من الهيروين والكوكايين والكحوليات ، فكل هذه المواد لا تسبب ضمور فى الأعصاب وحسب وإنما تؤدى إلى ضمور الخصيتين ومعدلات منخفضة من هرمون التيستيرون 
97,C,C,C,5,WIKI, - إصابات الرأس 
98,C,C,C,5,WIKI, - إطار تشريعي لقانون ملزم 
99,C,C,C,5,WIKI, - إقض معظم الأوقات مع من تحبهم 
100,C,C,C,5,WIKI, - إمتناع الكثير من اليزيديين وخاصة الشباب منهم عن تسجيل أسمائهم في الإحصائيات الحكومية وذلك محاولة منهم للتهرب من الخدمة العسكرية 
101,C,C,C,5,WIKI, - ابتعد عن بعض العادات التي كنت تمارسها أثناء تدخينك للسجائر مثل قراءة الجرائد حتى يتم التخلص من هذه العادة - لا تنزعج بالزيادة في الوزن نقصد هنا الزيادة المفرطة لأن ذلك شئ طبيعي مع الالتزام بنظام غذائي ملائم 
102,C,C,C,5,WIKI, - اتبع نظام غذائي سليم متوازن 
103,C,C,C,5,WIKI, - اتجاه أصابع القدمين للأمام أو إلي خارج الجسم قليلآ ليس للداخل مطلقآ لأنها تسبب إجهادآ للركبتين 
104,C,C,C,5,WIKI, - اتساع حدقتى العين 
105,C,C,C,5,WIKI, - احترام الاختلاف فى وجهات النظر ، لا تتوقع من الطرف الآخر أن يفكر أو يصدر تصرفات كما تفعل أنت ، فالأشخاص مختلفة فى نشأتها وفى طباعها وفى الطريقة التى يفكرون بها 
106,C,C,C,5,WIKI, - احمرار الوجه والصدر 
107,C,C,C,5,WIKI, - اختبار القوة النفسية والعقلية 
108,C,C,C,5,WIKI, - اختبار الكرياتنين ، المعدلات الطبيعية تشير إلى ضمور فى وظائف الكلى نتيجة للإصابة بمرض السكر Serum creatinine 
109,C,C,C,5,WIKI, - اختبار اللبيدات Lipid profile ، المعدلات العالية من الكوليسترول منخض الكثافة LDL يساعد على حدوث تصلب الشرايين 
110,C,C,C,5,WIKI, - اختبار للدم لاحتمال وجود أمراض معينة 
111,C,C,C,5,WIKI, - اختبارات التشخيص تتضمن : - تصوير الأوعية الدماغية 
112,C,C,C,5,WIKI, - ارتداء نظارات الشمس في الضوء الأبيض 
113,C,C,C,5,WIKI, - ارتفاع ضغط الدم : المريض بضغط الدم المرتفع أو الذي يعانى من تصلب الشرايين تزدد معه احتمالات الإصابة بالعجز الجنسي ، والمقصود به هنا الضغط الأساسي أي الذي لا يتسبب فيه مرض آخر Essential hypertension 
114,C,C,C,5,WIKI, - ازدياد خفقان القلب 
115,C,C,C,5,WIKI," - استخدام الزيوت التي لا تحتوي على أكثر من 2 جرام من الدهون المشبعة للملعقة الصغيرة الواحدة للأطعمة التي تحتاج إلى دهون في طهيها ، ومنها : - تشويح اللحوم الخالية من الدهون أو الدجاج أو الأسماك التي تطهى في الفرن 	السوريين هم خير من يتحدّث ، سواء في الدين أو في السياسة أو في الاقتصاد ؛ وأنهم ، ومنذ عهد الدولة الأموية وقبلها في تجارب الأمم التي عاشت في سورية قبل الميلاد ، أثبتوا مقدرة عالية في التعامل مع المستجدّات ، وفي مرّات نادرة أو قليلة سجلت لهم خسائر ذات قيمة في التاريخ "
116,C,C,C,5,WIKI, - استخدام المصابيح التي تعكس الضوء بدلاً من الضوء المباشر يمكن أن تساعد في تحسين الرؤية 
117,C,C,C,5,WIKI, - استخدامات الليمون 
118,C,C,C,5,WIKI, - استخدامات الليمون : - شرب الليمون الطازج ينقى الجسم من السموم 
119,C,C,C,5,WIKI, - استشارة الطبيب إذا تطلب الأمر حتى يعوض الجسم عن جرعة النيكوتين التي اعتاد الجسم علي تناولها 
120,C,C,C,5,WIKI, - استغلال الإجازات الاستغلال السليم وممارسة الرياضة والهوايات فى أوقات الفراغ لتجديد النشاط الجسدى والعقلى 
121,C,C,C,5,WIKI, - اشرب الكثير من الماء 
122,C,C,C,5,WIKI, - الأبحاث العلمية Scientific papers : أو يطلق عليها الإصدارات الأكاديمية ، وهى تصف نظام إصدار ما ضرورى وهام لأصحاب الدراسة الأكاديمية بعد مراجعته وإصداره للعامة ويكون ذلك من خلال مقالة فى صحيفة أو كتاب 
123,C,C,C,5,WIKI, - الأجزاء الأخرى المكونة للعين : - الجسم الزجاجى Viterous : جسم هلامى شفاف يحافظ على الشكل الكروى للعين 
124,C,C,C,5,WIKI, - الأحجية المتوازنة شىء أساسى فى الأعمال المبنية على الحقائق 
125,C,C,C,5,WIKI, - الأزمة القلبية الحديثة أقل من أسبوعين 
126,C,C,C,5,WIKI, - الأنشطة التي تعتمد على الطاقة الهوائية : تساهم في زيادة مرونة أوعية القلب ، والذي يتم فيه بذل جهد يمكن العضلات من تحويل الوقود الداخلي إلى طاقة وهذا المجهود يتطلب أن يقوم القلب بإمداد العضلات بالأكسجين ويساعد هذا الجهد المضاف على تقوية عضلة القلب وزيادة كفاءتها والأنشطة التي تعتمد على الطاقة الهوائية نجدها تتمثل في : المشي ، السباحة ، الجري ، الوثب وركوب العجل ،# 133 ، 
127,C,C,C,5,WIKI, - الإصابة بأزمات الربو ، وازدياد حدتها لمن يعانون منها 
128,C,C,C,5,WIKI, - الإصابة بالحساسية 
129,C,C,C,5,WIKI, - الإظهار الدائم للحب بمرور الوقت مثل الاحتفال بمناسبة مختلفة 
