ID,CEFR.Top,CEFR.Sub,CEFR,Original Level,Source,Sentence
29,A,A1,A1.1,1,ALC,فالمهم أنني اتخذت قراراً،والأهم أنه كان اختياراً موفقاً وصائباً
30,A,A1,A1.1,1,ALC,ز وتنهوا بين عبره ان الفراق
31,A,A1,A1.1,1,ALC,رحلتي إلى بلدي خلال إجازة الحج
32,A,A1,A1.1,1,ALC,ثم وصلنا إلى جدة و استأجرنا سيارة لتنقلنا إلى مكة المكرمة
33,A,A1,A1.1,1,ALC,ثم لبثت فترة وأعلنت نتائج القبول في كلا الجامعتين،وبفضل من الله قبلت في كلتيهما 
34,A,A1,A1.1,1,ALC,بعد تركنا لعمران الرياض أخذنا نمارس بعض النشاطات بغية ترويه العقول فطلب المشرفون لكل طالب أن يعرف نفسه وأن يتحدث عن بلاده ووضع الإسلام فيه
35,A,A1,A1.1,1,ALC,إلا أن تعليم اللغة أحد أبرز المجالات المحببة بالنسبة إليّ
36,A,A1,A1.1,1,ALC,إذا ماقورن مع الطب أو الهندسة أو علومُ أخرى 
37,A,A1,A1.1,1,ALC,أم القصيم وسهوله الخضراء
38,A,A1,A1.1,1,ALC,أكلنا الطعام وصلنا المغرب والعشاء معاً
39,A,A1,A1.1,1,ALC,sa، ولا يمكن إلا كذلك
40,A,A1,A1.1,1,ALC,- حتى يسّر الله وصولنا إلى منزلنا في تمام الساعة السادسة والنصف من صباح اليوم التالي
41,A,A1,A1.1,1,ALC,) ولعل في الأمر خيرًا
42,A,A1,A1.1,1,ALC,) لا تفارق افواهنا
43,A,A1,A1.1,1,ALC," وقد يتسائل البعض منا ما علاقة أحلامنا و طموحنا بما قاله جبران.
 وقال أيضا ""من يرد الله به خيرا يفقه في الدين"" وإذا أراد الله فلانا بالخير يفقه فى الدين، ولا يتفقه أحدٌ فى الدين إلا ان يتخصص فى العلم الشرعي"
44,A,A1,A1.1,1,ALC, وقال أيضا من سلك طريقا يبتغي فيه علما سهل الله به طريقا إلى الجنة
45,A,A1,A1.1,1,ALC, وسبب اختيارنا هذه المنطقة، سريلانكا جزيرة صغيرة جميلة وتقع في جنوب قارة آسيا في محيط الهند وأجمل مناطقها، ومكانها، وطقسها نوورليا
46,A,A1,A1.1,1,ALC," وخلال دراستي العربية شاركت في مقابلة لهذه الجامعة العريقة وبعون الله قبلت ولم أكن أتوقع عن قبولي ورزق ني الله من حيث لا أحتسب الحمد لله.
 وحجزنا سيارة مريحة في عشر الأواخر من رمضان وموعدنا للرحلة بعد يوم من عيد الفطر"
47,A,A1,A1.1,1,ALC," والصلاة والسلام على أشرف الأنبياء والمرسلين سيدنا محمد وعلى آله وصحبه أجمعين أما بعد .
 والصلاة والسلام على أشرف الأنبياء والمرسلين سيدنا محمج وعلى آله وصحبه أجمعين "
48,A,A1,A1.1,1,ALC," قال رسول الله صلى الله عليه وسلم: طلب العلم فريضة على كل مسلم ومسلمة"" أي علم الدين، وعنه قال أيضا ""من خرج في طلب العلم فهو فى سبيل الله حتى يرجعَ"
49,A,A1,A1.1,1,ALC," فكل علم الذي يفيد الإنسان في حياته الدنيا أو الأخرة محمود والإسلام يرغب فيه ولكن أشرف العلم هو العلم عن الله ودينه الكامل ونبيه الكريم صلى الله عليه وسلم فهذا علم متقدم على غيره لأن هذا العلم يقود الإنسان إلى السعادة في الدنيا والآخرة.
 عندما كنت صغيرة، كنت اتمنى ان اصبح معلمة لمادة العلوم وكان حلمي يكبر معي عاماً بعد عام ولكن عندما كبرت إلى عمري هذا تغير حلمي واصبح هدفي الوحيد ان اصبح اخصائية تغذية ناجحة، فقد شعرت بأنني أميل إلى هذا التخصص بشكل أكبر، لأنني احافظ دائماً على تناول الغذاء الصحي واتجنب الإفراط في الأكل وتناول الحلويات"
50,A,A1,A1.1,1,ALC," تمنياتي لك التوفيق.
 بسم الله الرحمن الرحيم"
51,A,A1,A1.1,1,ALC," اما بعد: .
 الحمد لله الذي بشر الموحدين بجلائل النعم، وانذر المشركين والمبتدعين، بسلاسل العذاب، والنقم وأصلي وأسلم على من اسس التوحيد في العرب والعجم وعلى آله وصحابته الذين هم ذو المجد والكرم: ثم أما بعد"
52,A,A1,A1.1,1,ALC," اخبرتني عندما تم اكتشافه .
 اتصل سعود على سلامة وأبو صالح"
53,A,A1,A1.1,1,ALC," إن شاء الله تعالى.
 أنا طالب سريلانكي، أدرس بجامعة الإمام محمد بن سعود الإسلامية بمملكة السعودية العربية"
54,A,A1,A1.1,1,ALC," عندما كنت في العاشرة من عمري ، ذهبت أنا وأهلي إلي بلدة ماليزيا ، للسياحة ، وكان في عام (2006) .
 ""بسم الله الرحمن الرحيم "
55,A,A1,A1.1,1,ALC, السلام عليكم ورحمة الله وبركاته
56,A,A1,A1.1,1,ALC,  بسم الله الرحمن الرحيم
57,A,A1,A1.1,1,ALC," مستقبلي ب ماء لا تُهدر هباء .
 رحلة إلى المسجد النبوي الشريف"
58,A,A1,A1.1,1,ALC," كان شعوري في تلك اللحظة لا يوصف.
 – تعلمت من رحلة الصبرة، أنا رأيت في الفندوق بعد الطلاب لا يجد عنده الصبر، إذا يأتي طعام أو أي شيء ويبحثون كلام بالملة لأن وجدت في القرآن (إن الله مع الصبرين) .
 يَا لَيْتَنِي في حُبِّهَا مُسْتَشْهِدٌ .
 يوم فتح الخير تعرف فتح الخير"" بأنها سفينة شراعية من نوع "" سفن يوم السفر"" التي تبحر إلى مياه الخليج العميقة"
59,A,A1,A1.1,1,ALC, يوم السفر كان يوم جميل وكنت مسرورا جد من جهة ، لكن من جهة أخرى حزينا لترك الأسرة و ا لأصدقاء، خرجت مبكرا من البيت متجها إلى محطة القطار الذي قادني إلى المطار الدولي بعد وصلولي إلى المطار كنت منتظرا تقريبا سعتين، فخلال هذا الوقت بدأت أن أفكر ماذا سيكون بعد الوصول إلى المملكة العربية السعودية، لأن هذا السفر كان أول خطوة بداية حياة جديدة ركبت الطائرة إلى الرياض ومدة الرحلة كانت تقريبا ست سعات، وكانت الرحلة مريحة جدا عندما وصلت إلى الرياض، كان امامي عالم جديد الناس يختلفون عن بلدي والبنيان وسائر الأمور فصارت الرحلة كما كانت أتوقع، والحمد لله وصلت سليما ومتعبا
60,A,A1,A1.1,1,ALC, يوم 30 من سبتمبر ، بدأنا في هذه الرحلة أولا ركبنا بالطائرة من مدينة كنسغ منغ إلى مدينة كينوا بالصين ثم إلى مدينة الرياض عاصمة المملكة العربية السعودية، هذه الرحلة إلى بلاد أخر رحلة أولى بالنسبة إلينا 
61,A,A1,A1.1,1,ALC, يقومون بوعظ الناس وإرشادهم وتعليم الناس الدين الصحيح والعقيدة السليمة عقيدة أهل السنة والجماعة
62,A,A1,A1.1,1,ALC," يقول جل شأنه ""من لم يحكم بما أنزل الله فأولئك هم الكافرون"" هذه الآية الكريمة ترغبنى أن أكون متخصصا بكلية الشريعة كى أرفع لى وللناس كلمة الكفر حتى نكون من الفائزين بالجنة"
63,A,A1,A1.1,1,ALC," يقول جبران خليل "" أنت حر أمام الشمس النهار وأنت حر أمام قمر الليل وكوكبه وأنت حر حيث لا شمس ولا قمر ولا كواكب وأنت حر عندما تغمض "
64,A,A1,A1.1,1,ALC, يقول الله -جل وعلا-: {وَلِلّهِ عَلَى النَّاسِ حِجُّ الْبَيْتِ مَنِ اسْتَطَاعَ إِلَيْهِ سَبِيلاً وَمَن كَفَرَ فَإِنَّ الله غَنِيٌّ عَنِ الْعَالَمِينَ} [(97) سورة آل عمران]، وفي الصحيح من حديث عبد الله بن عمر -رضي الله عنهما- قال: قال رسول الله -صلى الله عليه وسلم-: ((بني الإسلام على خمس: شهادة أن لا إله إلا الله، وأن محمداً رسول الله، وإقام الصلاة، وإيتاء الزكاة، وحج لمن استطاع إليه سبيلاً، وصوم رمضان)) متفق عليه
65,A,A1,A1.1,1,ALC," يقول الراوي : كان هذا الصغير الشاعر من الطلاب المجتهدسن في دراسته لكنه في مرة من المرات بُلي في بلوه وهي ""الحب"" فعاد دورا ً في مادة الجغرافيا فلم يستطع حفظ تلك المادة التي صعبة عليه فقرر ذلك الشاعر الصغير أن ينظم قصيد في هذه المادة ليخفف صعوبتها ومن ابيات تلك القصيدة قوله في كندا "
66,A,A1,A1.1,1,ALC," يقدم الأكواريوم العديد من الخدمات والعروض الحية لإطعام القروش واللخم، مثل الجولة الخاصة مع مرشدي المركز العلمي و برنامج ""الغوص مع القروش"" الذي يتيح لهواة الغوص مشاركة غواصي المركز العلمي والسباحة جنباً إلى جنب مع القروش في الحوض الرئيس"
67,A,A1,A1.1,1,ALC, يعود ( فادي) فيجد البيت نظيفا متألقا ، وملاك نائمة أو تلعب ، والطعام جاهز ، الأرضيات تنيرها الشموع ، رائحة الفواحة ، وسكينة واطمئنان 
68,A,A1,A1.1,1,ALC, يعني أنه لا يتمكن من الحصور إلينا إلا بعد الصبح في اليوم التالي
69,A,A1,A1.1,1,ALC, يعد التخصص الجامعي اهم الأشياء التي يجب وعلينا التفكير بها نحن الشباب لما يترتب عليه من تحديد لهوية الشخص ومن يكون
70,A,A1,A1.1,1,ALC, يضم المرسى أيضاً مجموعة من السفن الخشبية الشراعية التقليدية التي تم تصنيعها يدوياً خصيصاً لهذا المرفق
71,A,A1,A1.1,1,ALC," يضم الأكواريوم مجموعة من الأحواض يُتوجها حوض قروش ولخم الشعاب المرجانية ذو سعة 100 ألف لتر، الحوض الرئيسي بسعة 1,5 مليون لتر من المياه، ويضم أحياء المياه العميقة، مثل القروش واللخم"
72,A,A1,A1.1,1,ALC, يساعد بعضنا من بعض الحمد لله ، الله حفظنا في هذه الرحلة وصلنا إلى السعودية بالسلامة لمدة تسع ساعات عندما خرجنا من المطار أنظر أخونا كثيرا رايناه كما رأينا أمهاتنا
73,A,A1,A1.1,1,ALC, يرى البعض أنَّ تخصص اللغة العربية تخصص صعب وليس له مستقبل، كنت أرى ما يرونه ولكنِّي درسته وأكملت دراستي في علم اللغة العام أحببت التخصص ورأيت أن كل مجال له مستقبل بشرط أن يكون لك هدف، كان هدفي وهدف أبي وأمي إكمال دراستي الدكتوراه وأنا الآن قُبلت في الدكتوراة في جامعة الإمام قسم علم اللغة التطبيقي الذي احببته بشدة عندما علمت بأنه لتعليم العربية للناطقين بغيرها، جميل أن تعلم شخصًا لا يعرف العربية ليعرف لغتك وثقافتك لغير المسلمين أما المسلمين فيتعلمون قراءة القرآن والكتب الدينية فكم من الأجر ستحصل عليه من تعليمك لهم، وهذا الهدف الذي أسعى إليه في وقتي الحالي
74,A,A1,A1.1,1,ALC, يذهب الناس إلى هذا الجبل دائما حتى يأتون من دول أخرى، وأنا قب هذه سنة ما ذهبت إليه أبدا بسبب ذلك قررت أن أذهب مع أصدقائي أول مرة
75,A,A1,A1.1,1,ALC, يدعو العلماء الأمة الإسلامية إلى الأعمال الصالحة ولكن هم قليل
76,A,A1,A1.1,1,ALC, يداً بيد لنصبح أمة متحظرة ومثقفة
77,A,A1,A1.1,1,ALC, يحتوي المركز العلمي على ثلاثة أقسام هي (الأكواريوم) وقاعة الاستكشافات وقاعة سينما (IMAX) وهو الأول في الشرق الأوسط الذي يحتوي على هذه المرافق الثلاث
78,A,A1,A1.1,1,ALC, يحاول أن يفهم سبب وجودي هنا في الساعة الواحدة ، وأحاول أن أشرح له بانجليزيتي المرتبكة الضعيفة والسئية جدا ، ولم يفهم ، وبدأت انا بالبكاء ، فأين سوف أذهب الآن 
79,A,A1,A1.1,1,ALC, يتيح الأكواريوم لزائريه فرصه التجول في ثلاث بيئات رئيسية في الجزيرة العربية: البحر والساحل والصحراء، وجميعها تضّم أنواعاً من الحيوانات والنباتات والأحياء البحرية المحلية، إضافة إلى حيوانات توارت واختفت منذ أمد من بيئتها الكويتية
80,A,A1,A1.1,1,ALC, يتصل على والدي ، الرجل الكبير العالم ، ليخبره بذلك 
81,A,A1,A1.1,1,ALC, يا من له بيت السودٍ كاسواد الليل المبجلُ
82,A,A1,A1.1,1,ALC, يا من عظمته وحكمته مهدٍ للعاصي والسفيه المتبهدلُ
83,A,A1,A1.1,1,ALC, يا من ذكره حِس عطرٍ يشفي العاصي الممترضُ
84,A,A1,A1.1,1,ALC, وَإِذا خَلَوتُ إِلَيكِ كَانتْ وِجْهَتِي
85,A,A1,A1.1,1,ALC, وَإذا وَقَفْتُ مُناجِياً وَمُصَلِّياً 
86,A,A1,A1.1,1,ALC, وَ اختتمنا رحلتنا بزيارة سريعة للواجهة البحرية واستنشاق الهواء العليل
87,A,A1,A1.1,1,ALC," ويُتوقع أن يكون حجم هذا الروبوت من 0,5 ل 3 ميكرون حتى يستطيع أن يمر عبر الأوعية الدموية الدقيقة وسيكون العنصر الرئيسي في تكوين هذا الروبوت هو الكاربون نظراً لصلابته والخواص الهامة الأخرى التي تتوفر في بعض أنواع الكاربون"
88,A,A1,A1.1,1,ALC, ويوجد عندنا مشكلة الدعاة حيث يأتي واحد يحرم الأشياء ويأتي في نفس الوقت آخر يستحلها
89,A,A1,A1.1,1,ALC, وينبغي عدم انكار المجهود ومعرفة فقضله، فما أجمل تشجيع أسرتي وزميلاتي على هذا التخصص القيم والرائع
90,A,A1,A1.1,1,ALC, وينبغي إنكار مجهوده ومعرفت فضله، فما أجمل تشيع أسرتي وزميلاتي على هذا التخصص القيم والرائع
91,A,A1,A1.1,1,ALC, ويقوم غواصو المركز العلمي بإطعام القروش واللخم والأسماك في عروض حية أمام زوار الأكواريوم حسب جداول معدة مسبقاً
92,A,A1,A1.1,1,ALC, ويزداد فيه الإحساس بوحدة المؤمنين 
93,A,A1,A1.1,1,ALC, ويدفعني إلى الدراسة الشريعة أيضا إذا استمعت إلى الفقهاء وأصوليين أ و إذا قرأت كتب الفقه أو أصول الفقه، إذا قرأت هذه الكتب لا يخطر في ذهني إلاّ أن أكون مثل مؤلفيها الذين أستفيد منهم ليلا ونهارا ويدفعني أيضا إلى الدراسة الشريعة زملائي الذين يريدون أن يدرسوا في كلية الشريعة، فيشاجع بعضنا بعضا، لنستفيد أهلنا وأقاربنا بهذه المعلومات الشعية
94,A,A1,A1.1,1,ALC, ويحتاج المرء كل فترة إلى خلوة مع نفسه،وفترة راحة تعيد إليه نشاطه وحيويته التي افتقدها
95,A,A1,A1.1,1,ALC," ووصلنا ""نوورليا"" في الساعة التاسعة صباحا ونزلنا أمام مطعم لنتناول الفطور"
96,A,A1,A1.1,1,ALC, ووجدت البنات متراصات ينتظرن 
97,A,A1,A1.1,1,ALC, وهي إلى عاصمة بلدنا (أبوجا)؛ لبعض الإجراءات الأزمة عن أخواني الذين تخرجوا السنة الماضية من المرحلة الثانوية العربية لنحاول لهم القبول في إحدى الجامعات العربية في الدول الخليجية خصوصا المملكة العربية السعودية (أدام الله أمنها وأمانها)
98,A,A1,A1.1,1,ALC, وهي إحدي اللغات العالمية الخمس
99,A,A1,A1.1,1,ALC, وهو ينادي بصوت عالي فذهبت إليه ورأيتها وقلت بنفسى هذه هي التي في بلادنا وأيضا اسمها سمبوسة
100,A,A1,A1.1,1,ALC, وهو تواجد جزيئات الدواء في المكان المستهدف من الجسم حيث تعمل بأقصى فاعلية وبالتالي ينخفض معدل استهلاك الدواء، اعراضه الجانبية والتكلفة الإجمالية للعلاج
101,A,A1,A1.1,1,ALC, وهناك مشاريع وبرامج كثيرة إن شاء الله يمكننا القيام بها في المستقبل إن وفقنا الله لإكمال دراستنا في هذه الجامعة
102,A,A1,A1.1,1,ALC, وهناك بعض من أصدقائنا قد تخوف من أنه يدخل في كلية الشريعة، ولكن لا بأس، الأذهان مختلفة والأشخاص أيضاً مختلفة في كل شيء
103,A,A1,A1.1,1,ALC, وهناك بعض الأسباب من الواجب تحاشيها مثل
104,A,A1,A1.1,1,ALC, وهناك أسباب كثيرة لاختياري هذا التخصص
105,A,A1,A1.1,1,ALC, وهناك أسباب أخرى كثيرة
106,A,A1,A1.1,1,ALC, وهم يتواجدون في نفس الوقت وبنفس الموعد
107,A,A1,A1.1,1,ALC, وهم محتاجون بدعوة ولذا إختار الطلاب السريلانكيون الذين يدرسون في جامعة الإمام محمد بن سعود الإسلامية أن يقوم برحلة دعوية إلى المنطقة الشرقية 
108,A,A1,A1.1,1,ALC, وهكذا أن البدع والخرافات والشرك قد خلط في عبادات المسلمين في بلدنا يدعون غير الله ويشكون حاجاتهم عند القبور ويطوفون حول قبور الصالحين والأولياء ويقلدون مذهب الإمام الشافعي رحمه الله ولا يخرجون عنه ولو خالفت المذهب القرآن والأحاديث الصحيحة
109,A,A1,A1.1,1,ALC, وهذه رحلتنا إلى أبها
110,A,A1,A1.1,1,ALC, وهذه الرحلة كانت ممتعة
111,A,A1,A1.1,1,ALC, وهذا والله أعلم والصلاة والسلام على رسول الله 
112,A,A1,A1.1,1,ALC, وهذا هو الفري بيننا وبينه 
113,A,A1,A1.1,1,ALC, وهذا التخصص يأتيك القواعد والأصول ويعلمك المجمل من المفصل
114,A,A1,A1.1,1,ALC, وهذا التخصص هو أحب التخصص إلى الله وأفضله عنده أخشى الناس لله الذى تخصص فى هذا لمجال
115,A,A1,A1.1,1,ALC, وهاكذا درست في المدرسة سنة بعد سنة حتى قبلت من الجامعة وأتيت إلى الجامعة فرحا وسعيدا، وسجّلت اسمي مسافر إلى مكة المكرمة لأداء فريضة الحج مع الجامعة
116,A,A1,A1.1,1,ALC, وها هي الأرواح قد ارتوت 
117,A,A1,A1.1,1,ALC," ونويت للعمرة وبدأت التكبير لبيك اللهم لبيك ، لبيك لا شريك لك لبيك، إن الحمد والنعمة لك، والملك لا شريك لك"" والأذكار المسنون"
118,A,A1,A1.1,1,ALC, ونواجه كثيراً مشاكل في أختيار التخصص الملائم لنا، بسبب نقص المعلومات عن التخصصات المتاحة ، او الخضوع لرغبة الآخرين كالاهل والاصدقاء ، وعدم وجود التحفيز،
119,A,A1,A1.1,1,ALC, ونسأل الناس ونبحث من الصعب أن نتحدث مع الناس بسبب لا نجيد اللغة العربية واللغة الانجلزية
120,A,A1,A1.1,1,ALC, ونسأل الله سبحانه وتعالى أن يقبل منا عبادتنا
121,A,A1,A1.1,1,ALC, ونسأل الله أن يوفق في قصدنا هذا
122,A,A1,A1.1,1,ALC, ونركب الحافلة إلى مدينة عقبة، هذه المدينة ليست بعيدة عننا عندما وصلنا إلى المدينة، في الأول نبحث عن الفندق للرياح والنوم
123,A,A1,A1.1,1,ALC, ونحن في طريقنا إلى مكه بعد خروجنا من الرياض أذن المغرب فتوقفنا على جانب الطريق لتناول الإفطار ونصلي صلاتي المغرب والعشاء جمعاً وقصراً
124,A,A1,A1.1,1,ALC, ونجمع أكبر الأشياء في مكان واحد وأزمنة مختلفة نراها بأنفسنا
125,A,A1,A1.1,1,ALC, ونبحث عن السيارة إلى البحر الميت لكن السعر غال جدا في النهاية نبحث عن الحافلة، السعر مناسب لنا عندما وصلنا إلى البحر الميت ، نشعر بجمالها ونحبّها كثيرا جدا
126,A,A1,A1.1,1,ALC, وموضوعاتها أكثر وأصعب أيضا
127,A,A1,A1.1,1,ALC, ومنهم من يعمل حركان بهلوانية مثيرة
128,A,A1,A1.1,1,ALC, ومنها المجال الصحي: النانو الطبي هو : طب النانو هو أحد تطبيقات تقنية النانو ويمثل تقنية طبية حديثة عالية التخصص لعلاج الأمراض أو إصلاح الأنسجة المصابة مثل العظام، العضلات والأعصاب
129,A,A1,A1.1,1,ALC, ومنثم بقي على الاجازة يوم واحد وتنتهي رجعناء الى الرياض بحمد الله 
130,A,A1,A1.1,1,ALC, ومنا من نوى بالإفراد
131,A,A1,A1.1,1,ALC, ومن يعتصم بالله ينل خيرا
132,A,A1,A1.1,1,ALC, ومن هنا بدأت دوامات تتعقّبني ، تعتصرني ، بدا كل شيء أسود شاحبا في نظري ، عندما كنت أتعرف على زوجات أصدقاء ( فادي ) وابتساماتهن المخادعة ، ألمح في نفسي غرورا ، وكأني الناجية الوحيدة من هذه الفضيحة ، ثم صارت الحياة تخلق لي في كل يوم فجوات بيني وبينها، بيني وبين السعادة ، وكأن تلك الحياة غارت من صبري وقوتي ، وتملكها الحقد الأعمى على عزيمتي 
133,A,A1,A1.1,1,ALC, ومن ثما رجعنا إلى العاصمة (الرياض) وكانت كاعادتها زحمة الطرقت وغيرها وكانت مدة الرحلات تقريباً شهر ونصف والله الحمد الكل استفاد من الرحلات التي اقمناها، فكانت موجودة بعض المشاكل المالية والمادية للسكن والأكل والشرب والأغراض وغيرها
134,A,A1,A1.1,1,ALC, ومن ثم بدأت بإكمال إجراءات الجنسية لي ولملاك في صباح اليوم التالي حيث كان موعد التطعيم ، وكالعادة لم يكن فادي ليكلمني أو ينظر لوجهي ، وقد كنت أحمل الكثير من الشؤم كلما نظر إلي حتى ، فلم يعد بداخلي متسع للتسامح ، وكل ما أفكر فيه ، كيف أعود للسعودية ، وكيف أنهي هذه الحياة 
135,A,A1,A1.1,1,ALC, ومن ثم اصبحنا نعترض طريقها
136,A,A1,A1.1,1,ALC, ومن ثم أزالة كليتي 
137,A,A1,A1.1,1,ALC, ومن المواقف الصعبة هي الجلوس في السيارة لوقت طويل و الحاجة الماسة إلى دورة المياة في نفس الوقت
